Electoral District Number / No de circonscription	Electoral District Name	Nom de la circonscription	Political Affiliation	Appartenance politique	Candidate's Family Name / Nom de famille du candidat	Candidate's First Name / Prénom du candidat	 Candidate's Initial(s) / Initiale(s) du candidat	Date of Receipt of Notification of Confirmation / Date de réception de l'avis de confirmation	Time of Receipt of Notification of Confirmation / Heure de réception de l'avis de confirmation
35061	Mississauga--Lakeshore	Mississauga--Lakeshore	Liberal Party of Canada	Parti libéral du Canada	Spengemann	Sven		01-Sep-15	4:15:00
35061	Mississauga--Lakeshore	Mississauga--Lakeshore	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Sullivan	Dagmar		24-Aug-15	4:46:00
35061	Mississauga--Lakeshore	Mississauga--Lakeshore	Libertarian Party of Canada	Parti Libertarien du Canada	Woodworth	Paul		22-Sep-15	10:21:00
35062	Mississauga--Malton	Mississauga--Malton	Liberal Party of Canada	Parti libéral du Canada	Bains	Navdeep		21-Aug-15	12:17:00
35062	Mississauga--Malton	Mississauga--Malton	New Democratic Party	Nouveau Parti démocratique	Douglas	Dianne		12-Sep-15	5:03:00
35062	Mississauga--Malton	Mississauga--Malton	Conservative Party of Canada	Parti conservateur du Canada	Grewal	Jagdish		05-Sep-15	12:45:00
35062	Mississauga--Malton	Mississauga--Malton	Green Party of Canada	Le Parti Vert du Canada	Mercer	Heather		27-Sep-15	3:18:00
35062	Mississauga--Malton	Mississauga--Malton	Independent	Indépendant	Tharani	Naresh		28-Sep-15	11:00:00
35063	Mississauga--Streetsville	Mississauga--Streetsville	Conservative Party of Canada	Parti conservateur du Canada	Butt	Brad		01-Sep-15	8:00:00
35063	Mississauga--Streetsville	Mississauga--Streetsville	Green Party of Canada	Le Parti Vert du Canada	Hill	Chris		04-Sep-15	4:00:00
35063	Mississauga--Streetsville	Mississauga--Streetsville	New Democratic Party	Nouveau Parti démocratique	Karim	Fayaz		31-Aug-15	6:00:00
35063	Mississauga--Streetsville	Mississauga--Streetsville	Liberal Party of Canada	Parti libéral du Canada	Sikand	Gagan		04-Sep-15	3:00:00
35063	Mississauga--Streetsville	Mississauga--Streetsville	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Tarazevich	Yegor		11-Sep-15	6:00:00
35064	Nepean	Nepean	Liberal Party of Canada	Parti libéral du Canada	Arya	Chandra		19-Aug-15	1:06:00
35064	Nepean	Nepean	Green Party of Canada	Le Parti Vert du Canada	Cooke	Jean-Luc Roger		17-Sep-15	3:39:00
35064	Nepean	Nepean	Independent	Indépendant	Cosico	Jesus		28-Aug-15	11:04:00
35064	Nepean	Nepean	New Democratic Party	Nouveau Parti démocratique	Devine	Sean		09-Sep-15	6:00:00
35064	Nepean	Nepean	Independent	Indépendant	Mamba	Hubert		26-Sep-15	1:45:00
35064	Nepean	Nepean	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Seed	Tony		04-Sep-15	8:43:00
35064	Nepean	Nepean	Independent	Indépendant	Splett	Harry		21-Sep-15	3:00:00
35064	Nepean	Nepean	Conservative Party of Canada	Parti conservateur du Canada	Wang	Andy		07-Aug-15	7:01:00
35065	Newmarket--Aurora	Newmarket--Aurora	Progressive Canadian Party	Parti Progressiste Canadien	Baxter	Dorian		12-Sep-15	1:30:00
35065	Newmarket--Aurora	Newmarket--Aurora	Conservative Party of Canada	Parti conservateur du Canada	Brown	Lois		13-Aug-15	9:30:00
35065	Newmarket--Aurora	Newmarket--Aurora	New Democratic Party	Nouveau Parti démocratique	Kelly	Yvonne		20-Aug-15	3:10:00
35065	Newmarket--Aurora	Newmarket--Aurora	Green Party of Canada	Le Parti Vert du Canada	Long	Vanessa		14-Sep-15	9:00:00
35065	Newmarket--Aurora	Newmarket--Aurora	Liberal Party of Canada	Parti libéral du Canada	Peterson	Kyle		01-Sep-15	3:15:00
35066	Niagara Centre	Niagara-Centre	New Democratic Party	Nouveau Parti démocratique	Allen	Malcolm		20-Aug-15	2:15:00
35066	Niagara Centre	Niagara-Centre	Liberal Party of Canada	Parti libéral du Canada	Badawey	Vance		20-Aug-15	2:30:00
35066	Niagara Centre	Niagara-Centre	Green Party of Canada	Le Parti Vert du Canada	Clow	David		14-Sep-15	7:00:00
35066	Niagara Centre	Niagara-Centre	Animal Alliance Environment Voters Party of Canada	Animal Alliance Environment Voters Party of Canada	Di Bartolomeo	Jody		16-Sep-15	11:00:00
35066	Niagara Centre	Niagara-Centre	Conservative Party of Canada	Parti conservateur du Canada	Villella	Leanna		25-Aug-15	11:15:00
35066	Niagara Centre	Niagara-Centre	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Walker	Ron J.		26-Aug-15	11:30:00
35067	Niagara Falls	Niagara Falls	New Democratic Party	Nouveau Parti démocratique	Ioannoni	Carolynn		03-Sep-15	2:00:00
35067	Niagara Falls	Niagara Falls	Conservative Party of Canada	Parti conservateur du Canada	Nicholson	Rob		04-Sep-15	12:45:00
35067	Niagara Falls	Niagara Falls	Liberal Party of Canada	Parti libéral du Canada	Planche	Ron		13-Aug-15	6:30:00
35067	Niagara Falls	Niagara Falls	Green Party of Canada	Le Parti Vert du Canada	Soos	Steven		25-Aug-15	12:15:00
35068	Niagara West	Niagara-Ouest	Conservative Party of Canada	Parti conservateur du Canada	Allison	Dean		21-Aug-15	12:45:00
35068	Niagara West	Niagara-Ouest	Libertarian Party of Canada	Parti Libertarien du Canada	de Roo	Allan		25-Sep-15	8:47:00
35068	Niagara West	Niagara-Ouest	Green Party of Canada	Le Parti Vert du Canada	Frere	Sid		15-Sep-15	2:30:00
35068	Niagara West	Niagara-Ouest	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Jonker	Harold		25-Aug-15	4:50:00
35068	Niagara West	Niagara-Ouest	New Democratic Party	Nouveau Parti démocratique	Rahman	Nameer		21-Aug-15	12:00:00
35068	Niagara West	Niagara-Ouest	Liberal Party of Canada	Parti libéral du Canada	Rose	Phil		24-Aug-15	3:45:00
35069	Nickel Belt	Nickel Belt	New Democratic Party	Nouveau Parti démocratique	Gravelle	Claude		17-Aug-15	2:03:00
35069	Nickel Belt	Nickel Belt	Conservative Party of Canada	Parti conservateur du Canada	Laamanen	Aino		11-Sep-15	10:02:00
35069	Nickel Belt	Nickel Belt	Green Party of Canada	Le Parti Vert du Canada	McCall	Stuart		01-Sep-15	11:07:00
35069	Nickel Belt	Nickel Belt	Liberal Party of Canada	Parti libéral du Canada	Serré	Marc G.		13-Aug-15	4:24:00
35069	Nickel Belt	Nickel Belt	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Starbuck	Dave		01-Sep-15	3:14:00
35070	Nipissing--Timiskaming	Nipissing--Timiskaming	Conservative Party of Canada	Parti conservateur du Canada	Aspin	Jay		24-Aug-15	2:05:00
35070	Nipissing--Timiskaming	Nipissing--Timiskaming	New Democratic Party	Nouveau Parti démocratique	Jodouin	Kathleen		21-Aug-15	12:05:00
35070	Nipissing--Timiskaming	Nipissing--Timiskaming	Green Party of Canada	Le Parti Vert du Canada	Peltier	Nicole		13-Sep-15	3:31:17
35070	Nipissing--Timiskaming	Nipissing--Timiskaming	Liberal Party of Canada	Parti libéral du Canada	Rota	Anthony		27-Aug-15	12:35:00
35071	Northumberland--Peterborough South	Northumberland--Peterborough-Sud	New Democratic Party	Nouveau Parti démocratique	Christianson	Russ		21-Aug-15	3:15:00
35071	Northumberland--Peterborough South	Northumberland--Peterborough-Sud	Conservative Party of Canada	Parti conservateur du Canada	Moulton	Adam		25-Aug-15	12:00:00
35071	Northumberland--Peterborough South	Northumberland--Peterborough-Sud	Liberal Party of Canada	Parti libéral du Canada	Rudd	Kim		20-Aug-15	1:25:00
35071	Northumberland--Peterborough South	Northumberland--Peterborough-Sud	Green Party of Canada	Le Parti Vert du Canada	Sinnott	Patricia		20-Aug-15	11:55:00
35072	Oakville	Oakville	Green Party of Canada	Le Parti Vert du Canada	Doel	David		18-Sep-15	1:30:00
35072	Oakville	Oakville	New Democratic Party	Nouveau Parti démocratique	Marville	Che		03-Sep-15	12:30:00
35072	Oakville	Oakville	Liberal Party of Canada	Parti libéral du Canada	Oliver	John		25-Aug-15	3:30:00
35072	Oakville	Oakville	Conservative Party of Canada	Parti conservateur du Canada	Young	Terence		04-Sep-15	3:00:00
35073	Oakville North--Burlington	Oakville-Nord--Burlington	New Democratic Party	Nouveau Parti démocratique	Best	Janice		10-Sep-15	5:50:00
35073	Oakville North--Burlington	Oakville-Nord--Burlington	Libertarian Party of Canada	Parti Libertarien du Canada	Clement	David		23-Sep-15	12:30:00
35073	Oakville North--Burlington	Oakville-Nord--Burlington	Liberal Party of Canada	Parti libéral du Canada	Damoff	Pam		17-Aug-15	2:35:00
35073	Oakville North--Burlington	Oakville-Nord--Burlington	Green Party of Canada	Le Parti Vert du Canada	Shahbaz	Adnan		04-Sep-15	1:30:00
35073	Oakville North--Burlington	Oakville-Nord--Burlington	Conservative Party of Canada	Parti conservateur du Canada	Triantafilopoulos	Effie		12-Aug-15	3:00:00
35074	Oshawa	Oshawa	Conservative Party of Canada	Parti conservateur du Canada	Carrie	Colin		14-Aug-15	2:23:00
35074	Oshawa	Oshawa	Green Party of Canada	Le Parti Vert du Canada	Dempsey	Michael		17-Sep-15	3:37:00
35074	Oshawa	Oshawa	New Democratic Party	Nouveau Parti démocratique	Fowler	Mary		20-Aug-15	3:07:00
35074	Oshawa	Oshawa	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Gershuny	David		28-Aug-15	3:05:00
35074	Oshawa	Oshawa	Liberal Party of Canada	Parti libéral du Canada	Marimpietri	Tito-Dante		28-Aug-15	3:17:00
35075	Ottawa Centre	Ottawa-Centre	Marijuana Party	Parti Marijuana	Akpata	John Andrew Omowole		24-Sep-15	7:55:00
35075	Ottawa Centre	Ottawa-Centre	New Democratic Party	Nouveau Parti démocratique	Dewar	Paul		27-Aug-15	10:15:00
35075	Ottawa Centre	Ottawa-Centre	Libertarian Party of Canada	Parti Libertarien du Canada	Harris	Dean T.		24-Sep-15	5:30:00
35075	Ottawa Centre	Ottawa-Centre	Conservative Party of Canada	Parti conservateur du Canada	Konstantinakos	Damian		03-Sep-15	2:35:00
35075	Ottawa Centre	Ottawa-Centre	Rhinoceros Party	Parti Rhinocéros	Lukawski	Conrad		28-Sep-15	10:05:00
35075	Ottawa Centre	Ottawa-Centre	Liberal Party of Canada	Parti libéral du Canada	McKenna	Catherine Mary		28-Aug-15	3:15:00
35075	Ottawa Centre	Ottawa-Centre	Green Party of Canada	Le Parti Vert du Canada	Milroy	Tom		24-Sep-15	8:50:00
35075	Ottawa Centre	Ottawa-Centre	Communist Party of Canada	Parti communiste du Canada	Ryan	Stuart		31-Aug-15	5:57:00
35076	Orléans	Orléans	Conservative Party of Canada	Parti conservateur du Canada	Galipeau	Royal		13-Aug-15	6:19:00
35076	Orléans	Orléans	Liberal Party of Canada	Parti libéral du Canada	Leslie	Andrew		21-Aug-15	6:00:00
35076	Orléans	Orléans	Green Party of Canada	Le Parti Vert du Canada	Morin	Raphaël		19-Sep-15	3:00:00
35076	Orléans	Orléans	New Democratic Party	Nouveau Parti démocratique	Tremblay	Nancy		27-Aug-15	2:40:00
35077	Ottawa South	Ottawa-Sud	Conservative Party of Canada	Parti conservateur du Canada	Balkissoon	Dev		13-Aug-15	4:50:00
35077	Ottawa South	Ottawa-Sud	New Democratic Party	Nouveau Parti démocratique	Brown	George		31-Aug-15	4:45:00
35077	Ottawa South	Ottawa-Sud	Progressive Canadian Party	Parti Progressiste Canadien	Gullon	Al		28-Sep-15	1:02:00
35077	Ottawa South	Ottawa-Sud	Liberal Party of Canada	Parti libéral du Canada	McGuinty	David		21-Aug-15	12:30:00
35077	Ottawa South	Ottawa-Sud	Green Party of Canada	Le Parti Vert du Canada	Redins	John		14-Aug-15	1:53:00
35077	Ottawa South	Ottawa-Sud	Communist Party of Canada	Parti communiste du Canada	Wasslen	Larry		24-Aug-15	1:28:00
35077	Ottawa South	Ottawa-Sud	Libertarian Party of Canada	Parti Libertarien du Canada	Wilson	Damien		26-Sep-15	1:07:00
35078	Ottawa--Vanier	Ottawa--Vanier	Liberal Party of Canada	Parti libéral du Canada	Bélanger	Mauril		12-Aug-15	1:15:00
35078	Ottawa--Vanier	Ottawa--Vanier	Libertarian Party of Canada	Parti Libertarien du Canada	Corcoran	Coreen		26-Sep-15	8:30:00
35078	Ottawa--Vanier	Ottawa--Vanier	Green Party of Canada	Le Parti Vert du Canada	Dookeran	Nira		21-Aug-15	4:15:00
35078	Ottawa--Vanier	Ottawa--Vanier	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Legeais	Christian		04-Sep-15	2:10:00
35078	Ottawa--Vanier	Ottawa--Vanier	Conservative Party of Canada	Parti conservateur du Canada	Piccini	David		28-Aug-15	11:15:00
35078	Ottawa--Vanier	Ottawa--Vanier	New Democratic Party	Nouveau Parti démocratique	Taman	Emilie		01-Sep-15	3:50:00
35079	Ottawa West--Nepean	Ottawa-Ouest--Nepean	Conservative Party of Canada	Parti conservateur du Canada	Abdi	Abdul		13-Aug-15	1:30:00
35079	Ottawa West--Nepean	Ottawa-Ouest--Nepean	Green Party of Canada	Le Parti Vert du Canada	Brooks	Mark		22-Sep-15	9:15:00
35079	Ottawa West--Nepean	Ottawa-Ouest--Nepean	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Heaton	Sam		09-Sep-15	4:30:00
35079	Ottawa West--Nepean	Ottawa-Ouest--Nepean	New Democratic Party	Nouveau Parti démocratique	Rivier	Marlene		09-Sep-15	9:00:00
35079	Ottawa West--Nepean	Ottawa-Ouest--Nepean	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Taylor	Rod		14-Aug-15	4:00:00
35079	Ottawa West--Nepean	Ottawa-Ouest--Nepean	Liberal Party of Canada	Parti libéral du Canada	Vandenbeld	Anita		12-Aug-15	11:23:00
35080	Oxford	Oxford	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Aldred	Melody Ann		27-Aug-15	3:45:00
35080	Oxford	Oxford	Green Party of Canada	Le Parti Vert du Canada	Farlow	Mike		12-Sep-15	3:30:00
35080	Oxford	Oxford	New Democratic Party	Nouveau Parti démocratique	Kunschner	Zoe		02-Sep-15	2:25:00
35080	Oxford	Oxford	Conservative Party of Canada	Parti conservateur du Canada	MacKenzie	Dave		18-Aug-15	4:00:00
35080	Oxford	Oxford	Liberal Party of Canada	Parti libéral du Canada	McKay	Don		22-Sep-15	9:30:00
35081	Parkdale--High Park	Parkdale--High Park	Conservative Party of Canada	Parti conservateur du Canada	Allen	Ian		19-Sep-15	10:53:00
35081	Parkdale--High Park	Parkdale--High Park	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Gershuny	Lorne		28-Aug-15	1:00:00
35081	Parkdale--High Park	Parkdale--High Park	Libertarian Party of Canada	Parti Libertarien du Canada	Jeftovic	Mark		26-Sep-15	3:06:00
35081	Parkdale--High Park	Parkdale--High Park	New Democratic Party	Nouveau Parti démocratique	Nash	Peggy		26-Aug-15	11:00:00
35081	Parkdale--High Park	Parkdale--High Park	Marijuana Party	Parti Marijuana	Parker	Terry		02-Sep-15	4:43:00
35081	Parkdale--High Park	Parkdale--High Park	Green Party of Canada	Le Parti Vert du Canada	Phipps	Adam		12-Sep-15	11:29:00
35081	Parkdale--High Park	Parkdale--High Park	Independent	Indépendant	Royer	Carol		20-Aug-15	3:03:00
35081	Parkdale--High Park	Parkdale--High Park	Liberal Party of Canada	Parti libéral du Canada	Virani	Arif		21-Aug-15	1:00:00
35082	Parry Sound--Muskoka	Parry Sound--Muskoka	Pirate Party of Canada	Parti Pirate du Canada	Bell	Duncan		25-Sep-15	2:46:00
35082	Parry Sound--Muskoka	Parry Sound--Muskoka	Conservative Party of Canada	Parti conservateur du Canada	Clement	Tony		18-Aug-15	11:32:00
35082	Parry Sound--Muskoka	Parry Sound--Muskoka	Liberal Party of Canada	Parti libéral du Canada	Cowie	Trisha		24-Aug-15	1:00:00
35082	Parry Sound--Muskoka	Parry Sound--Muskoka	Green Party of Canada	Le Parti Vert du Canada	Hodgson	Glen		19-Aug-15	4:18:00
35082	Parry Sound--Muskoka	Parry Sound--Muskoka	New Democratic Party	Nouveau Parti démocratique	McCarthy	Matt		18-Aug-15	2:00:00
35082	Parry Sound--Muskoka	Parry Sound--Muskoka	Canadian Action Party	Parti action canadienne	Merton	Gordie		11-Sep-15	4:40:00
35082	Parry Sound--Muskoka	Parry Sound--Muskoka	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Smith	Albert Gray		01-Sep-15	3:00:00
35083	Perth--Wellington	Perth--Wellington	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	DeVries	Irma		28-Aug-15	3:25:00
35083	Perth--Wellington	Perth--Wellington	No Affiliation	Aucune appartenance	Fuhr	Roger		08-Sep-15	4:30:00
35083	Perth--Wellington	Perth--Wellington	Liberal Party of Canada	Parti libéral du Canada	McCotter	Stephen		01-Sep-15	1:35:00
35083	Perth--Wellington	Perth--Wellington	Conservative Party of Canada	Parti conservateur du Canada	Nater	John		26-Aug-15	4:15:00
35083	Perth--Wellington	Perth--Wellington	New Democratic Party	Nouveau Parti démocratique	Rabidoux	Ethan		25-Aug-15	4:45:00
35083	Perth--Wellington	Perth--Wellington	Green Party of Canada	Le Parti Vert du Canada	Ramsdale	Nicole		24-Sep-15	8:10:00
35084	Peterborough--Kawartha	Peterborough--Kawartha	Forces et Démocratie	Forces et Démocratie	Leckie	Toban		02-Sep-15	11:38:00
35084	Peterborough--Kawartha	Peterborough--Kawartha	Green Party of Canada	Le Parti Vert du Canada	Mason	Doug		11-Sep-15	2:30:00
35084	Peterborough--Kawartha	Peterborough--Kawartha	Liberal Party of Canada	Parti libéral du Canada	Monsef	Maryam		20-Aug-15	4:20:00
35084	Peterborough--Kawartha	Peterborough--Kawartha	New Democratic Party	Nouveau Parti démocratique	Nickle	Dave		25-Aug-15	9:30:00
35084	Peterborough--Kawartha	Peterborough--Kawartha	Conservative Party of Canada	Parti conservateur du Canada	Skinner	Michael		30-Aug-15	11:46:00
35085	Pickering--Uxbridge	Pickering--Uxbridge	Conservative Party of Canada	Parti conservateur du Canada	Chisu	Corneliu		12-Aug-15	1:15:00
35085	Pickering--Uxbridge	Pickering--Uxbridge	New Democratic Party	Nouveau Parti démocratique	Downward	Pamela		28-Aug-15	7:25:00
35085	Pickering--Uxbridge	Pickering--Uxbridge	Green Party of Canada	Le Parti Vert du Canada	Navarro	Anthony Jordan		28-Sep-15	11:45:00
35085	Pickering--Uxbridge	Pickering--Uxbridge	Liberal Party of Canada	Parti libéral du Canada	O'Connell	Jennifer		28-Aug-15	7:20:00
35086	Renfrew--Nipissing--Pembroke	Renfrew--Nipissing--Pembroke	Independent	Indépendant	Clouthier	Hector		17-Sep-15	11:15:00
35086	Renfrew--Nipissing--Pembroke	Renfrew--Nipissing--Pembroke	Conservative Party of Canada	Parti conservateur du Canada	Gallant	Cheryl		12-Aug-15	3:10:00
35086	Renfrew--Nipissing--Pembroke	Renfrew--Nipissing--Pembroke	Green Party of Canada	Le Parti Vert du Canada	Klietsch	Stefan		17-Sep-15	11:00:00
35086	Renfrew--Nipissing--Pembroke	Renfrew--Nipissing--Pembroke	Liberal Party of Canada	Parti libéral du Canada	Lehoux	Jeff		09-Sep-15	6:15:00
35086	Renfrew--Nipissing--Pembroke	Renfrew--Nipissing--Pembroke	New Democratic Party	Nouveau Parti démocratique	McCarthy	Dan		21-Aug-15	2:40:00
35087	Richmond Hill	Richmond Hill	New Democratic Party	Nouveau Parti démocratique	DeVita	Adam		04-Sep-15	10:07:00
35087	Richmond Hill	Richmond Hill	Liberal Party of Canada	Parti libéral du Canada	Jowhari	Majid		18-Aug-15	1:19:00
35087	Richmond Hill	Richmond Hill	Conservative Party of Canada	Parti conservateur du Canada	Parsa	Michael		26-Aug-15	9:45:00
35087	Richmond Hill	Richmond Hill	Green Party of Canada	Le Parti Vert du Canada	Veenema	Gwendolyn		28-Sep-15	10:45:00
35088	Carleton	Carleton	Green Party of Canada	Le Parti Vert du Canada	Coyne	Deborah		15-Aug-15	4:00:00
35088	Carleton	Carleton	New Democratic Party	Nouveau Parti démocratique	Larocque	Kc		08-Sep-15	5:04:00
35088	Carleton	Carleton	Conservative Party of Canada	Parti conservateur du Canada	Poilievre	Pierre		09-Sep-15	3:00:00
35088	Carleton	Carleton	Liberal Party of Canada	Parti libéral du Canada	Rodgers	Chris		01-Sep-15	2:00:00
35089	St. Catharines	St. Catharines	Liberal Party of Canada	Parti libéral du Canada	Bittle	Chris		16-Aug-15	4:01:00
35089	St. Catharines	St. Catharines	Conservative Party of Canada	Parti conservateur du Canada	Dykstra	Rick		02-Sep-15	5:00:00
35089	St. Catharines	St. Catharines	New Democratic Party	Nouveau Parti démocratique	Erskine-Fournier	Susan		25-Aug-15	5:07:00
35089	St. Catharines	St. Catharines	Green Party of Canada	Le Parti Vert du Canada	Fannon	Jim		24-Sep-15	1:15:00
35089	St. Catharines	St. Catharines	Communist Party of Canada	Parti communiste du Canada	Waziruddin	Saleh		23-Sep-15	5:50:00
35090	Toronto--St. Paul's	Toronto--St. Paul's	Liberal Party of Canada	Parti libéral du Canada	Bennett	Carolyn		30-Aug-15	6:52:00
35090	Toronto--St. Paul's	Toronto--St. Paul's	Green Party of Canada	Le Parti Vert du Canada	Farmer	Kevin		14-Sep-15	4:26:00
35090	Toronto--St. Paul's	Toronto--St. Paul's	Conservative Party of Canada	Parti conservateur du Canada	MacDougall	Marnie		30-Aug-15	1:53:00
35090	Toronto--St. Paul's	Toronto--St. Paul's	New Democratic Party	Nouveau Parti démocratique	Richler	Noah		18-Aug-15	7:26:00
35091	Sarnia--Lambton	Sarnia--Lambton	Conservative Party of Canada	Parti conservateur du Canada	Gladu	Marilyn		17-Aug-15	1:00:00
35091	Sarnia--Lambton	Sarnia--Lambton	New Democratic Party	Nouveau Parti démocratique	McMichael	Jason Wayne		03-Sep-15	3:30:00
35091	Sarnia--Lambton	Sarnia--Lambton	Liberal Party of Canada	Parti libéral du Canada	McPhail	Dave		21-Aug-15	1:00:00
35091	Sarnia--Lambton	Sarnia--Lambton	Green Party of Canada	Le Parti Vert du Canada	Smith	Peter		31-Aug-15	1:00:00
35092	Sault Ste. Marie	Sault Ste. Marie	Green Party of Canada	Le Parti Vert du Canada	Flannigan	Kara		10-Sep-15	5:30:00
35092	Sault Ste. Marie	Sault Ste. Marie	Conservative Party of Canada	Parti conservateur du Canada	Hayes	Bryan		25-Aug-15	4:00:00
35092	Sault Ste. Marie	Sault Ste. Marie	New Democratic Party	Nouveau Parti démocratique	Morrison	Skip		19-Aug-15	1:15:00
35092	Sault Ste. Marie	Sault Ste. Marie	Liberal Party of Canada	Parti libéral du Canada	Sheehan	Terry		21-Aug-15	2:45:00
35092	Sault Ste. Marie	Sault Ste. Marie	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Taffarel	Mike		03-Sep-15	2:00:00
35093	Scarborough--Agincourt	Scarborough--Agincourt	Liberal Party of Canada	Parti libéral du Canada	Chan	Arnold		25-Aug-15	2:20:00
35093	Scarborough--Agincourt	Scarborough--Agincourt	Conservative Party of Canada	Parti conservateur du Canada	Chang	Bin		19-Aug-15	2:00:00
35093	Scarborough--Agincourt	Scarborough--Agincourt	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Coutinho	Jude		02-Sep-15	2:22:00
35093	Scarborough--Agincourt	Scarborough--Agincourt	New Democratic Party	Nouveau Parti démocratique	Patrick	Laura		20-Aug-15	2:15:00
35093	Scarborough--Agincourt	Scarborough--Agincourt	Green Party of Canada	Le Parti Vert du Canada	Scott	Debra		26-Sep-15	10:37:00
35094	Scarborough Centre	Scarborough-Centre	Libertarian Party of Canada	Parti Libertarien du Canada	Androutsos	Katerina		27-Aug-15	4:30:00
35094	Scarborough Centre	Scarborough-Centre	Conservative Party of Canada	Parti conservateur du Canada	James	Roxanne		21-Aug-15	5:00:00
35094	Scarborough Centre	Scarborough-Centre	Green Party of Canada	Le Parti Vert du Canada	Thompson	Lindsay		28-Aug-15	1:00:00
35094	Scarborough Centre	Scarborough-Centre	New Democratic Party	Nouveau Parti démocratique	Wilson	Alex		21-Aug-15	6:05:00
35094	Scarborough Centre	Scarborough-Centre	Liberal Party of Canada	Parti libéral du Canada	Zahid	Salma		21-Aug-15	5:50:00
35095	Scarborough--Guildwood	Scarborough--Guildwood	New Democratic Party	Nouveau Parti démocratique	Casselman	Laura		09-Sep-15	1:00:00
35095	Scarborough--Guildwood	Scarborough--Guildwood	Independent	Indépendant	Clarke	Kevin		10-Sep-15	10:00:00
35095	Scarborough--Guildwood	Scarborough--Guildwood	Marijuana Party	Parti Marijuana	Coulbeck	Paul		27-Sep-15	1:30:00
35095	Scarborough--Guildwood	Scarborough--Guildwood	Green Party of Canada	Le Parti Vert du Canada	Holding	Kathleen		22-Sep-15	5:03:00
35095	Scarborough--Guildwood	Scarborough--Guildwood	Conservative Party of Canada	Parti conservateur du Canada	Konkel	Chuck		28-Aug-15	4:30:00
35095	Scarborough--Guildwood	Scarborough--Guildwood	Liberal Party of Canada	Parti libéral du Canada	McKay	John		20-Aug-15	5:00:00
35096	Scarborough North	Scarborough-Nord	Liberal Party of Canada	Parti libéral du Canada	Chen	Shaun		28-Aug-15	3:05:00
35096	Scarborough North	Scarborough-Nord	Independent	Indépendant	Khatoon	Aasia		29-Aug-15	11:35:00
35096	Scarborough North	Scarborough-Nord	Green Party of Canada	Le Parti Vert du Canada	MacDonald	Eleni		16-Sep-15	9:05:00
35096	Scarborough North	Scarborough-Nord	Conservative Party of Canada	Parti conservateur du Canada	Malhi	Ravinder		20-Aug-15	11:00:00
35096	Scarborough North	Scarborough-Nord	Independent	Indépendant	Rosch	Raphael		25-Sep-15	7:20:00
35096	Scarborough North	Scarborough-Nord	New Democratic Party	Nouveau Parti démocratique	Sitsabaiesan	Rathika		23-Aug-15	11:05:00
35097	Scarborough--Rouge Park	Scarborough--Rouge Park	Liberal Party of Canada	Parti libéral du Canada	Anandasangaree	Gary		01-Sep-15	4:00:00
35097	Scarborough--Rouge Park	Scarborough--Rouge Park	Conservative Party of Canada	Parti conservateur du Canada	Lewis	Leslyn		22-Sep-15	8:25:00
35097	Scarborough--Rouge Park	Scarborough--Rouge Park	New Democratic Party	Nouveau Parti démocratique	Shanthikumar	KM		25-Aug-15	10:25:00
35097	Scarborough--Rouge Park	Scarborough--Rouge Park	Green Party of Canada	Le Parti Vert du Canada	Winter	Calvin		25-Sep-15	10:30:00
35098	Scarborough Southwest	Scarborough-Sud-Ouest	Liberal Party of Canada	Parti libéral du Canada	Blair	Bill		04-Sep-15	2:15:00
35098	Scarborough Southwest	Scarborough-Sud-Ouest	New Democratic Party	Nouveau Parti démocratique	Harris	Dan		08-Sep-15	9:53:00
35098	Scarborough Southwest	Scarborough-Sud-Ouest	Conservative Party of Canada	Parti conservateur du Canada	Nallaratnam	Roshan		25-Aug-15	2:58:00
35098	Scarborough Southwest	Scarborough-Sud-Ouest	Green Party of Canada	Le Parti Vert du Canada	Taylor	Tommy		15-Aug-15	8:05:00
35099	Simcoe--Grey	Simcoe--Grey	Green Party of Canada	Le Parti Vert du Canada	Fleming	JoAnne		12-Aug-15	4:15:00
35099	Simcoe--Grey	Simcoe--Grey	Conservative Party of Canada	Parti conservateur du Canada	Leitch	Kellie		21-Aug-15	11:00:00
35099	Simcoe--Grey	Simcoe--Grey	Liberal Party of Canada	Parti libéral du Canada	MacEachern	Mike		24-Aug-15	11:40:00
